,OTU,Sample,Abundance,Group,Smple.ID,Treatment,Rep,Year_Month,Season,Location,Season_Location,Season_Year_Location,Year,Ph,TotalN,GravSoilMois,organicmatter,RespiredC,satH,satCa,satMg,satK,satNa,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy,,,Genus1
51971,Otu016,BDM05160014BF,0.050275339,BDM05160014BF,207,Polyethylene,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.67567223,NA,5.877885523,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51972,Otu016,BDM05150032BF,0.050239754,BDM05150032BF,105,Naturecycle,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76470588,2.2,10.92703873,35,50,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51973,Otu016,BDM09160048BF,0.050171651,BDM09160048BF,307,No Mulch,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.8,12,16.21916187,2.3,11.44990474,56,35,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51974,Otu016,BDM05160005BF,0.049545684,BDM05160005BF,106,No Mulch,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.74001537,NA,1.780374792,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51975,Otu016,BDM05160020BF,0.049426839,BDM05160020BF,307,No Mulch,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.28824976,NA,6.99692159,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51976,Otu016,BDM05160006BF,0.048793389,BDM05160006BF,107,Organix,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.10840242,NA,-0.096103125,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51977,Otu016,BDM05160018BF,0.048548535,BDM05160018BF,305,BioAgri,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,30.57552804,NA,5.577236193,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51978,Otu016,BDM05150034BF,0.047173923,BDM05150034BF,107,Organix,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,8,22.42647059,2.2,10.94679646,34,52,9,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51979,Otu016,BDM09160049BF,0.047016378,BDM09160049BF,308,Organix,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.2,15,21.36339238,2.3,6.570593666,58,34,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51980,Otu016,BDM09150042BF,0.047012358,BDM09150042BF,207,Polyethylene,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6,6,18.22892134,2.2,2.855857074,51,40,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51981,Otu016,BDM09150048BF,0.046937225,BDM09150048BF,307,No Mulch,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.6,53,19.77454204,2.7,5.767336794,54,36,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51982,Otu016,BDM09160032BF,0.046610056,BDM09160032BF,105,Naturecycle,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.6,19,20.07844646,2.3,0.559185467,49,40,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51983,Otu016,BDM09160043BF,0.046549391,BDM09160043BF,301,Naturecycle,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,24,21.20651369,2.3,4.937607088,43,45,8,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51984,Otu016,BDM09160031BF,0.046111384,BDM09160031BF,103,PLA/PHA,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,29,20.95616024,2.2,6.355156447,56,35,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51985,Otu016,BDM09160038BF,0.045434792,BDM09160038BF,203,Weedguard,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.2,72,19.40860215,2.3,8.206443116,43,45,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51986,Otu016,BDM05150048BF,0.045327452,BDM05150048BF,307,No Mulch,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,28.02547771,2.3,17.10240846,49,39,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51987,Otu016,BDM09160029BF,0.044136368,BDM09160029BF,101,Weedguard,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.6,33,20.13638989,2.1,6.735630879,54,35,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51988,Otu016,BDM09160039BF,0.043254832,BDM09160039BF,204,BioAgri,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,58,22.17131195,2.3,5.230971812,53,37,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51989,Otu016,BDM09160045BF,0.042292982,BDM09160045BF,304,Polyethylene,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,24,21.02090365,2.4,2.011761498,41,48,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51990,Otu016,BDM09160042BF,0.041816417,BDM09160042BF,207,Polyethylene,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,20,19.7755161,2.1,4.809873458,51,40,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51991,Otu016,BDM05150042BF,0.041707007,BDM05150042BF,207,Polyethylene,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,19.61414791,2.2,16.16885754,16,66,11,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51992,Otu016,BDM09160041BF,0.039747731,BDM09160041BF,206,Naturecycle,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,80,20.95435572,2.2,4.204551021,54,35,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51993,Otu016,BDM09160046BF,0.038974078,BDM09160046BF,305,BioAgri,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,12,19.33211311,2.4,5.634120838,50,40,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51994,Otu016,BDM09160047BF,0.037458351,BDM09160047BF,306,PLA/PHA,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.9,8,20.71687527,2.4,7.478121161,33,54,9,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51995,Otu016,BDM09160035BF,0.035660281,BDM09160035BF,108,Polyethylene,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,27,18.48406008,2.1,5.049480194,49,41,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51996,Otu016,BDM09160034BF,0.03177986,BDM09160034BF,107,Organix,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,20.16183375,2.1,6.402647654,48,42,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
85345,Otu003,BDM09150008BF,0.060955652,BDM09150008BF,201,PLA/PHA,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.72,32,8.326771648,1.7,2.874319212,77,18,3,2,0,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85346,Otu003,BDM09160008BF,0.060273632,BDM09160008BF,201,PLA/PHA,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.65,30,9.635416667,1.7,10.68624742,49,39,7,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85347,Otu003,BDM09150021BF,0.060189012,BDM09150021BF,308,Organix,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.455,18,6.945678435,1.5,2.465492948,56,36,4,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85348,Otu003,BDM09150006BF,0.059543011,BDM09150006BF,107,Organix,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.255,18,9.784606567,1.7,3.772583098,61,32,5,2,0,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85349,Otu003,BDM09150007BF,0.059480345,BDM09150007BF,108,Polyethylene,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.855,22,12.18409654,1.5,3.802966679,59,32,6,2,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85350,Otu003,BDM09150001BF,0.059293498,BDM09150001BF,101,Weedguard,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.7,26,6.260929127,1.6,4.409592476,68,24,4,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85351,Otu003,BDM09150009BF,0.058055931,BDM09150009BF,202,No Mulch,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.405,19,6.061796154,1.4,2.794888074,56,33,7,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85352,Otu003,BDM05150004BF,0.057862929,BDM05150004BF,105,Naturecycle,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.62,47,16.46205357,1.7,8.6277387,45,40,10,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85353,Otu003,BDM09150010BF,0.057782611,BDM09150010BF,203,Weedguard,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.84,35,7.24417449,1.3,2.734633308,59,30,6,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85354,Otu003,BDM05160031BF,0.05723226,BDM05160031BF,103,PLA/PHA,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.005,NA,12.15469613,NA,8.138756816,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85355,Otu003,BDM05160029BF,0.057017883,BDM05160029BF,101,Weedguard,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.825,NA,13.61111111,NA,5.095171454,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85356,Otu003,BDM05160032BF,0.05671182,BDM05160032BF,105,Naturecycle,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.245,NA,15.8045977,NA,4.277320803,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85357,Otu003,BDM09160005BF,0.055917424,BDM09160005BF,106,No Mulch,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.05,43,12.95843521,1.7,10.45869367,36,51,7,5,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85358,Otu003,BDM09150011BF,0.055874993,BDM09150011BF,204,BioAgri,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.8,28,21.48901328,1.4,3.602059855,67,24,4,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85359,Otu003,BDM09150005BF,0.055219972,BDM09150005BF,106,No Mulch,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.9,26,8.648714843,2.1,4.161709641,62,31,5,2,0,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85360,Otu003,BDM05160035BF,0.054967983,BDM05160035BF,108,Polyethylene,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.025,NA,11.47540984,NA,3.978473604,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85361,Otu003,BDM09160002BF,0.054089908,BDM09160002BF,102,BioAgri,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.5,66,9.73871734,1.3,11.76406287,54,36,5,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85362,Otu003,BDM09150004BF,0.053588677,BDM09150004BF,105,Naturecycle,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.815,39,7.737862706,1.9,4.449081189,63,29,5,3,0,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85363,Otu003,BDM05160049BF,0.053474593,BDM05160049BF,308,Organix,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.63,NA,10.16483516,NA,2.302212417,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85364,Otu003,BDM09150013BF,0.052819014,BDM09150013BF,206,Naturecycle,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.635,30,7.38246724,1.7,4.205137418,58,36,4,2,0,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85365,Otu003,BDM09160021BF,0.052128949,BDM09160021BF,308,Organix,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,22,11.81102362,1.5,7.294172905,50,39,5,5,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85366,Otu003,BDM05150014BF,0.05207934,BDM05150014BF,207,Polyethylene,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.68,32,12.97297297,1.2,2.031066566,48,41,7,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85367,Otu003,BDM09160003BF,0.051945663,BDM09160003BF,103,PLA/PHA,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,35,8.8,1.5,3.830969423,62,30,5,2,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85368,Otu003,BDM05150015BF,0.05160449,BDM05150015BF,301,Naturecycle,3,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.235,43,14.68955073,1.5,4.709934639,51,35,11,2,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85369,Otu003,BDM09150003BF,0.051574387,BDM09150003BF,103,PLA/PHA,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.755,46,10.29189145,1.6,6.302637036,64,28,5,2,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85370,Otu003,BDM05160033BF,0.05141282,BDM05160033BF,106,No Mulch,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.33,NA,15.29745042,NA,4.277650503,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85371,Otu003,BDM05150005BF,0.051253393,BDM05150005BF,106,No Mulch,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.215,97,15.67010309,1.9,1.385787126,46,41,8,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85372,Otu003,BDM09150002BF,0.051176635,BDM09150002BF,102,BioAgri,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.75,24,6.118162096,1.5,3.815520567,55,35,6,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85373,Otu003,BDM05160042BF,0.051169794,BDM05160042BF,207,Polyethylene,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.68,NA,11.29476584,NA,1.428191409,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85374,Otu003,BDM09150017BF,0.051129191,BDM09150017BF,304,Polyethylene,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.13,12,6.39543597,1.3,0.940797453,63,28,5,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85375,Otu003,BDM09160004BF,0.051128942,BDM09160004BF,105,Naturecycle,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.75,58,11.26436782,1.6,4.478736497,52,37,6,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85376,Otu003,BDM05150006BF,0.051112112,BDM05150006BF,107,Organix,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,5.18,55,11.75540327,1.4,9.054453677,50,38,7,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85377,Otu003,BDM09150014BF,0.051030089,BDM09150014BF,207,Polyethylene,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.77,10,8.11326229,1.4,2.126025984,51,42,5,2,0,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85378,Otu003,BDM05150001BF,0.051027031,BDM05150001BF,101,Weedguard,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.49,58,13.74331551,1.5,6.416718599,54,34,8,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85379,Otu003,BDM05150002BF,0.050926803,BDM05150002BF,102,BioAgri,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.86,85,15.27777778,1.5,10.30068473,67,25,5,2,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85380,Otu003,BDM09150020BF,0.050642126,BDM09150020BF,307,No Mulch,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.795,9,5.342924525,1.3,2.678001119,33,51,8,5,3,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85381,Otu003,BDM09150015BF,0.050492454,BDM09150015BF,301,Naturecycle,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.965,28,7.317783443,1.6,2.656209403,52,37,7,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85382,Otu003,BDM05160034BF,0.049799502,BDM05160034BF,107,Organix,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.32,NA,12.67605634,NA,3.5952218,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85383,Otu003,BDM05160036BF,0.049449948,BDM05160036BF,201,PLA/PHA,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.595,NA,14.3258427,NA,4.299283462,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85384,Otu003,BDM09160006BF,0.049394421,BDM09160006BF,107,Organix,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.1,29,10.77348066,1.5,7.504353114,48,41,6,4,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85385,Otu003,BDM09150016BF,0.049321915,BDM09150016BF,302,Weedguard,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.01,23,8.312746733,1.4,2.432951694,57,32,7,3,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85386,Otu003,BDM09160007BF,0.04927047,BDM09160007BF,108,Polyethylene,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6.25,18,6.796116505,1.6,3.419081186,43,46,5,5,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85387,Otu003,BDM09150012BF,0.049186538,BDM09150012BF,205,Organix,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.315,27,9.647875587,1.6,2.447388101,35,49,8,7,1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
85388,Otu003,BDM05160030BF,0.048729547,BDM05160030BF,102,BioAgri,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.19,NA,13.8028169,NA,6.596229766,NA,NA,NA,NA,NA,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_unclassified,Planctomycetaceae_unclassified,,,Planctomycetaceae
